name,price,status,shipping,free_returns,items_sold
Magnifying Glass with Light 12X Magnifier Desk Lamp Close Work Up for Desktop...,$40.73,Brand New,0,False,
OttLite Wellness Series Wireless Charging Desk Lamp LED w/ Digital Display,$49.95,Open Box,0,False,
LED Desk Light Dimmable Bedside Reading Night Lamp USB Rechargeable Touch Sensor,$6.49,Brand New,0,False,
ACNCTOP Desk Lamp for Office Home - Eye-Caring Architect Task 25 Black,$19.92,Brand New,0,True,
Fully Aleris LED Desk Lamp (Black) w/USB Built-in Battery New,$59.49,Brand New,0,True,
"Desk Lamp for Home Office, Eye Comfortable LED Desk Light for Long Hours, Adj...",$29.15,Brand New,0,True,
Set of 2 Modern Table Lamp Bedside Nightstand Lamp for Bedroom Living Room Dorm,$29.99,Brand New,0,False,85
Audrey Coulee Desk Lamp Black - Project 62,$19.68,Brand New,12.992,False,31
Lamp flexible desk lamp with tray area base,$16.00,Pre-Owned,10.0,False,
Cordless Touch Table Desk Lamp Fabric Shade 4000mAh Rechargeable Battery - Gold,$29.00,Brand New,9.65,False,
"Luxe Cordless Eye Friendly LED Desk Lamp, USB Rechargeable Silver",$59.99,Brand New,0,False,
Mi LED Desk Lamp,$49.99,Pre-Owned,15.0,False,
TaoTronics LED Desk Lamp with USB 4 Lighting Modes 5 Brightness1h Timer DL01,$34.35,Brand New,0,False,93
16 color LED Crystal Table Lamp Diamond Rose Night Light Touch W/ Remote Contrl,$11.99,Brand New,0,False,
Metal Desk Lamp Adjustable Goose Neck Swing Arm Table Lamp With Interchangeable,$33.81,Brand New,0,True,
Designer Headboard Lamp,$35.99,Brand New,0,False,
5W Modern Flexible Eye Caring USB Charging Gooseneck Tube Clip On LED Desk Lamp,$13.95,Brand New,0,True,
"Clip-on Reading Light - 3 Color Modes, 10 Dimmable Brightness, Eye Care Clamp...",$13.09,Brand New,0,False,
"Black LED Desk Lamp, Touch Dimmer, Adjustable Neck, USB Powered, Modern Style",$19.99,Open Box,9.26,False,
Cricut Bright 360 Ultimate LED Table Lamp Indigo Adjustable Articulating Light,$68.00,Brand New,35.22,False,
5Mode 72 LED Touch Sensor Desk Lamp Table Light Eye-Caring Reading Lamp USB Port,$21.99,Brand New,0,True,
White LED 3 Lighting Options Desk Lamp USB Charging 400mAh Battery,$7.96,Brand New,8.83,False,
"Magnifying Glass with Light and Clamp, 15X 10X Desk Magnifying Lamp, 84 LED Real",$31.95,Brand New,0,True,
Philips Hue Go Portable LED Table Lamp 7602031U7 - White- FREE SHIPPING,$59.98,Open Box,0,False,318
LED DESK LAMP FOR OFFICE HOME & BATTERY OPERATED LAMP RECHARGEABLE LAMP FOLDABLE,$15.79,Brand New,0,False,
1 Pcs Desk Lamp Mount Stand Table Mounting Clamp Swing Arm Drafting Light Clamp,$10.99,Brand New,0,False,
"Antique Banker Desk Lamp, Yellow Frosted Glass Table Lamp with Uniquely Textured",$73.99,Brand New,0,False,
"JAMBO 15.5"" River Oasis Lamp, Beautiful Lamp for Living",$14.39,Brand New,0,False,
Wireless Bottle Lamp 3 Colors Stepless Dimming LED Bottle Lamp Cordless Lamp USA,$11.49,Brand New,0,False,
Swing Arm Desk Lamp Clamp Light Work Bench Computer Artist Drafting Studio Table,$28.71,Brand New,0,True,
SUNBEAM LED DESK LAMP-FLEXIBLE NECK-3 DIM LEVELS-BLACK-4.6 W New In OPEN Box,$25.99,Brand New,0,False,
LED Desk Lamp Adjustable Swing Arm Lamp with Clamp Eye-Caring Reading Light,$11.49,Brand New,0,True,
Flexible USB LED Reading Light Clip-On Beside Bed Table Desk Lamp Silver/Black,$8.99,Brand New,0,False,
LED Table Lamp Rechargeable Cordless Touch Switch 3 Levels Dimmable Desk Lights,$13.99,Brand New,0,False,
"3.5W LED Desk Lamp w/ USB 2.0 Port, 220 lm, 3000K, Blue",$16.95,Brand New,0,False,
"Bankers Lamp, Traditional Green Desk Lamp with Solid Birch Wood Base, Green G...",$96.88,Brand New,0,True,
"Kary LED Desk Lamps for Home Office, Tall Light with Base, Black",$32.57,Brand New,0,False,
LED Screen Bar Light USB Computer Monitor Eye-Caring Reading Desk Lamp Dimmable,$15.39,Brand New,0,True,
Magnetic Levitating Money Lamp - Rotating Dollar Bill 3D Light - RGB Touch Desk,$129.99,Brand New,0,False,
Pink USB Rechargeable LED Neck Light Book Light Reading in Bed Crafting Camping,$10.60,Brand New,0,True,22
2pcs Spiral Table Lamps Modern Minimalistic Dimmable Table Lamp 3 Color LED Lamp,$26.95,Brand New,0,True,98
"Floor Lamp, 18W 1800LM Super Bright LED Floor Lamp with Remote & Works with S...",$53.66,Brand New,0,True,
